Number,Arrival time,X1,X2,X3,,,,,
59,8:17,13,11,24,,,,,
60,8:17,10,10,20,,,,,
61,8:17,10,8,17,,,,,
62,8:18,9,9,18,,,,,
63,8:18,9,9,18,,,,,
64,8:19,7,8,15,,,,,
65,8:19,9,6,15,,,,,
66,8:19,8,7,15,,,,,
67,8:20,9,11,20,,,,,
68,8:20,12,11,23,,,,,
69,8:20,9,6,15,,,,,
70,8:20,9,5,15,,,,,
71,8:21,11,8,19,,,,,
72,8:21,8,5,13,,,,,
73,8:21,13,10,23,,,,,
74,8:21,12,6,18,,,,,
75,8:21,12,8,20,,,,,
76,8:22,12,11,22,,,,,
77,8:23,8,7,15,,,,,
78,8:23,11,10,21,,,,,
79,8:24,9,6,15,,,,,
80,8:24,7,8,15,,,,,
81,8:24,8,9,18,,,,,
82,8:24,13,7,20,,,,,
83,8:25,10,9,19,,,,,
84,8:25,9,10,19,,,,,
85,8:25,12,9,21,,,,,
86,8:25,12,6,18,,,,,
87,8:25,10,8,17,,,,,
88,8:26,8,7,16,,,,,
89,8:27,7,10,17,,,,,
90,8:27,11,6,17,,,,,
91,8:27,12,8,20,,,,,
92,8:28,11,9,19,,,,,
93,8:28,11,6,18,,,,,
94,8:28,10,7,17,,,,,
95,8:29,9,8,17,,,,,
96,8:29,8,8,16,,,,,
97,8:29,10,8,18,,,,,
98,8:30,10,7,17,,,,,
99,8:30,13,8,21,,,,,
100,8:30,13,10,22,,,,,
101,8:31,10,5,16,,,,,
102,8:31,13,8,21,,,,,
103,8:31,10,7,18,,,,,
104,8:32,7,7,14,,,,,
105,8:32,11,10,21,,,,,
106,8:32,10,8,18,,,,,
107,8:33,10,8,17,,,,,
108,8:33,8,11,19,,,,,
109,8:33,10,11,20,,,,,
110,8:33,8,7,15,,,,,
111,8:34,8,9,17,,,,,
112,8:35,8,7,14,,,,,
113,8:35,13,9,22,,,,,
114,8:35,8,7,16,,,,,
115,8:35,9,8,17,,,,,
116,8:36,11,5,16,,,,,
117,8:36,10,11,21,,,,,
118,8:36,13,10,23,,,,,
119,8:37,7,6,14,,,,,
120,8:37,9,6,15,,,,,
121,8:37,9,7,17,,,,,
122,8:37,7,7,14,,,,,
123,8:38,10,8,17,,,,,
124,8:39,10,7,17,,,,,
125,8:39,11,9,19,,,,,
126,8:39,10,9,19,,,,,
127,8:40,9,7,16,,,,,
128,8:40,13,10,23,,,,,
129,8:40,9,10,19,,,,,
130,8:40,9,9,18,,,,,
131,8:41,11,7,18,,,,,
132,8:41,10,7,17,,,,,
133,8:41,7,5,12,,,,,
134,8:42,11,10,20,,,,,
135,8:42,12,9,21,,,,,
136,8:42,13,8,20,,,,,
137,8:43,9,10,20,,,,,
138,8:43,9,11,20,,,,,
139,8:43,13,10,22,,,,,
140,8:44,9,9,17,,,,,
141,8:44,10,6,16,,,,,
142,8:45,11,10,21,,,,,
143,8:45,8,6,14,,,,,
144,8:45,7,7,14,,,,,
145,8:45,9,5,14,,,,,
146,8:45,7,7,15,,,,,
147,8:46,9,10,18,,,,,
148,8:47,9,10,19,,,,,
149,8:47,9,7,16,,,,,
150,8:48,10,7,17,,,,,
151,8:48,12,5,17,,,,,
152,8:48,12,11,23,,,,,
153,8:48,10,10,20,,,,,
154,8:49,10,5,15,,,,,
155,8:49,7,6,14,,,,,
156,8:49,12,7,19,,,,,
157,8:49,13,10,23,,,,,
158,8:49,12,10,22,,,,,
159,8:50,12,7,19,,,,,
160,8:50,13,7,20,,,,,
161,8:51,7,7,14,,,,,
162,8:51,10,10,20,,,,,
163,8:51,12,8,19,,,,,
164,8:52,9,11,20,,,,,
165,8:52,8,10,18,,,,,
166,8:53,8,9,18,,,,,
167,8:53,9,7,16,,,,,
168,8:53,9,11,20,,,,,
169,8:54,8,9,17,,,,,
170,8:54,9,11,20,,,,,
171,8:55,8,7,15,,,,,
172,8:55,11,5,16,,,,,
173,8:55,12,7,19,,,,,
174,8:55,8,9,18,,,,,
175,8:56,10,7,17,,,,,
176,8:56,9,6,15,,,,,
177,8:56,13,6,19,,,,,
178,8:56,7,11,18,,,,,
179,8:57,12,8,21,,,,,
180,8:57,13,10,23,,,,,
181,8:57,10,7,17,,,,,
182,8:57,9,10,19,,,,,
183,8:58,10,8,18,,,,,
184,8:59,9,11,20,,,,,
185,8:59,8,11,19,,,,,
186,9:00,10,8,18,,,,,
187,9:00,7,8,15,,,,,
188,9:00,9,10,19,,,,,
189,9:00,9,10,19,,,,,
190,9:00,11,10,20,,,,,
191,9:01,10,10,20,,,,,
192,9:01,9,9,18,,,,,
193,9:01,7,6,13,,,,,
194,9:01,8,10,18,,,,,
195,9:02,13,7,20,,,,,
196,9:02,7,7,15,,,,,
197,9:03,12,10,22,,,,,
198,9:03,10,7,17,,,,,
199,9:03,8,10,18,,,,,
200,9:03,12,9,21,,,,,
201,9:04,12,10,22,,,,,
202,9:04,12,8,20,,,,,
203,9:04,7,10,17,,,,,
204,9:05,10,7,17,,,,,
205,9:05,11,10,21,,,,,
206,9:05,8,10,17,,,,,
207,9:05,12,7,18,,,,,
208,9:06,7,11,18,,,,,
209,9:06,12,11,23,,,,,
210,9:07,13,7,20,,,,,
211,9:07,12,8,20,,,,,
212,9:07,12,7,19,,,,,
213,9:08,10,7,16,,,,,
214,9:08,13,6,19,,,,,
215,9:09,12,6,18,,,,,
216,9:09,7,9,17,,,,,
217,9:09,9,9,18,,,,,
218,9:09,10,7,18,,,,,
219,9:10,7,8,15,,,,,
220,9:10,10,9,19,,,,,
221,9:10,9,5,15,,,,,
222,9:11,11,5,16,,,,,
223,9:11,9,6,15,,,,,
224,9:12,10,6,16,,,,,
225,9:12,11,7,17,,,,,
226,9:12,12,11,23,,,,,
227,9:12,13,9,22,,,,,
228,9:13,10,8,18,,,,,
229,9:13,9,5,14,,,,,
230,9:13,12,10,22,,,,,
231,9:13,9,5,14,,,,,
232,9:14,11,8,19,,,,,
233,9:15,10,8,17,,,,,
234,9:15,12,11,23,,,,,
235,9:15,11,10,21,,,,,
236,9:15,11,5,17,,,,,
237,9:16,8,8,16,,,,,
238,9:16,10,9,19,,,,,
239,9:17,11,6,17,,,,,
240,9:17,12,9,21,,,,,
241,9:17,11,6,16,,,,,
242,9:17,7,6,13,,,,,
243,9:18,12,10,22,,,,,
244,9:18,11,8,19,,,,,
245,9:19,8,11,19,,,,,
246,9:19,11,11,21,,,,,
247,9:19,8,9,16,,,,,
248,9:20,10,11,21,,,,,
249,9:20,12,10,22,,,,,
250,9:20,10,11,20,,,,,
251,9:20,11,8,20,,,,,
252,9:20,9,8,18,,,,,
253,9:21,9,9,18,,,,,
254,9:21,10,7,17,,,,,
255,9:21,9,6,16,,,,,
256,9:21,11,5,16,,,,,
257,9:22,12,7,20,,,,,
258,9:23,9,7,16,,,,,
259,9:23,11,10,22,,,,,
260,9:24,9,9,18,,,,,
261,9:24,9,7,16,,,,,
262,9:24,11,6,16,,,,,
263,9:24,9,11,20,,,,,
264,9:25,10,6,16,,,,,
265,9:25,10,8,19,,,,,
266,9:25,12,8,20,,,,,
267,9:25,11,9,20,,,,,
268,9:25,10,6,15,,,,,
269,9:26,11,9,20,,,,,
270,9:27,11,6,17,,,,,
271,9:27,9,10,20,,,,,
272,9:27,11,7,19,,,,,
273,9:28,12,9,21,,,,,
274,9:28,11,11,22,,,,,
275,9:28,7,10,17,,,,,
276,9:29,12,6,19,,,,,
277,9:29,9,5,14,,,,,
278,9:29,10,9,19,,,,,
279,9:30,8,6,14,,,,,
280,9:30,9,9,18,,,,,
281,9:31,9,10,19,,,,,
282,9:31,9,11,20,,,,,
283,9:31,8,9,17,,,,,
284,9:32,10,11,21,,,,,
285,9:33,12,8,20,,,,,
286,9:33,11,9,20,,,,,
287,9:33,11,6,17,,,,,
288,9:35,9,7,17,,,,,
289,9:35,13,10,23,,,,,
290,9:36,11,8,20,,,,,
291,9:36,9,8,17,,,,,
292,9:36,10,7,16,,,,,
293,9:37,12,11,22,,,,,
294,9:37,11,8,19,,,,,
295,9:37,10,8,18,,,,,
296,9:38,11,6,17,,,,,
297,9:39,13,7,20,,,,,
298,9:39,10,8,19,,,,,
299,9:40,8,10,18,,,,,
300,9:40,10,9,19,,,,,
301,9:41,7,9,17,,,,,
302,9:41,8,11,19,,,,,
303,9:42,10,9,18,,,,,
304,9:43,11,8,18,,,,,
305,9:43,8,9,17,,,,,
306,9:44,10,7,17,,,,,
307,9:44,10,7,17,,,,,
308,9:45,8,6,14,,,,,
309,9:45,9,9,18,,,,,
310,9:45,10,10,20,,,,,
311,9:45,10,6,17,,,,,
312,9:45,7,6,13,,,,,
313,9:47,11,10,20,,,,,
314,9:48,11,9,20,,,,,
315,9:48,8,6,15,,,,,
316,9:49,8,6,14,,,,,
317,9:49,12,5,18,,,,,
318,9:49,10,8,17,,,,,
319,9:50,12,10,22,,,,,
320,9:51,13,10,23,,,,,
321,9:51,12,8,20,,,,,
322,9:52,9,8,17,,,,,
323,9:52,12,9,22,,,,,
324,9:52,11,7,18,,,,,
325,9:53,9,11,20,,,,,
326,9:53,11,5,16,,,,,
327,9:54,11,7,18,,,,,
328,9:55,12,8,20,,,,,
329,9:55,8,6,14,,,,,
330,9:55,9,6,15,,,,,
331,9:56,7,9,16,,,,,
332,9:57,9,11,20,,,,,
333,9:57,10,7,17,,,,,
334,9:57,12,11,23,,,,,
335,9:59,10,6,16,,,,,
336,9:59,9,8,17,,,,,
337,10:00,12,9,21,,,,,
338,10:00,11,8,19,,,,,
339,10:00,10,9,19,,,,,
340,10:00,12,10,22,,,,,
341,10:00,10,9,19,,,,,
342,10:01,9,8,16,,,,,
343,10:01,10,11,21,,,,,
344,10:01,8,5,13,,,,,
345,10:02,8,6,14,,,,,
346,10:03,12,6,18,,,,,
347,10:03,8,10,19,,,,,
348,10:04,11,6,17,,,,,
349,10:05,12,8,21,,,,,
350,10:05,12,9,21,,,,,
351,10:05,8,5,13,,,,,
352,10:06,7,11,18,,,,,
353,10:06,8,6,15,,,,,
354,10:07,11,10,22,,,,,
355,10:07,12,10,22,,,,,
356,10:08,12,10,22,,,,,
357,10:08,12,6,17,,,,,
358,10:09,10,11,20,,,,,
359,10:09,9,6,15,,,,,
360,10:09,11,8,18,,,,,
361,10:10,11,9,20,,,,,
362,10:11,12,5,18,,,,,
363,10:12,13,6,19,,,,,
364,10:12,12,10,22,,,,,
365,10:13,11,5,17,,,,,
366,10:13,13,10,23,,,,,
367,10:13,10,6,16,,,,,
368,10:13,13,8,21,,,,,
369,10:15,9,10,20,,,,,
370,10:15,9,8,17,,,,,
371,10:15,10,8,18,,,,,
372,10:16,12,7,20,,,,,
373,10:16,10,9,19,,,,,
374,10:17,9,11,20,,,,,
375,10:17,13,8,21,,,,,
376,10:18,8,6,15,,,,,
377,10:19,8,9,17,,,,,
378,10:19,9,8,16,,,,,
379,10:20,10,10,20,,,,,
380,10:20,8,10,19,,,,,
381,10:20,11,9,20,,,,,
382,10:20,9,6,15,,,,,
383,10:21,10,8,19,,,,,
384,10:21,12,5,17,,,,,
385,10:21,7,5,13,,,,,
386,10:23,12,10,23,,,,,
387,10:24,12,10,22,,,,,
388,10:24,11,6,18,,,,,
389,10:24,10,9,19,,,,,
390,10:25,9,8,16,,,,,
391,10:25,12,9,21,,,,,
392,10:25,11,7,18,,,,,
393,10:25,12,9,20,,,,,
394,10:27,10,7,16,,,,,
395,10:27,12,9,21,,,,,
396,10:28,8,5,14,,,,,
397,10:29,11,11,21,,,,,
398,10:29,11,8,20,,,,,
399,10:30,9,8,17,,,,,
400,10:30,10,9,19,,,,,
401,10:31,13,5,18,,,,,
402,10:31,13,9,22,,,,,
403,10:32,8,11,19,,,,,
404,10:32,11,11,22,,,,,
405,10:33,9,9,18,,,,,
406,10:33,12,6,18,,,,,
407,10:34,10,10,20,,,,,
408,10:35,13,10,23,,,,,
409,10:35,8,5,13,,,,,
410,10:36,12,9,21,,,,,
411,10:36,10,9,19,,,,,
412,10:37,11,9,20,,,,,
413,10:37,10,11,21,,,,,
414,10:39,12,10,22,,,,,
415,10:40,10,11,21,,,,,
416,10:40,8,7,15,,,,,
417,10:40,13,6,19,,,,,
418,10:41,13,5,18,,,,,
419,10:41,9,5,14,,,,,
420,10:42,11,5,16,,,,,
421,10:43,8,8,16,,,,,
422,10:43,8,10,18,,,,,
423,10:44,7,6,13,,,,,
424,10:45,10,6,16,,,,,
425,10:45,12,9,21,,,,,
426,10:47,9,8,17,,,,,
427,10:48,13,11,24,,,,,
428,10:48,11,6,16,,,,,
429,10:48,11,10,21,,,,,
430,10:48,13,5,18,,,,,
431,10:49,8,9,17,,,,,
432,10:49,12,8,20,,,,,
433,10:50,11,10,21,,,,,
434,10:51,10,5,15,,,,,
435,10:52,8,7,16,,,,,
436,10:53,8,7,15,,,,,
437,10:54,9,9,18,,,,,
438,10:55,12,11,23,,,,,
439,10:55,7,5,13,,,,,
440,10:55,8,6,14,,,,,
441,10:55,9,7,16,,,,,
442,10:56,8,6,14,,,,,
443,10:56,8,7,14,,,,,
444,10:57,7,6,13,,,,,
445,10:59,13,8,21,,,,,
446,11:00,11,8,18,,,,,
447,11:00,9,11,19,,,,,
448,11:00,10,8,17,,,,,
449,11:00,11,10,21,,,,,
450,11:01,10,8,18,,,,,
451,11:01,9,11,20,,,,,
452,11:02,7,8,15,,,,,
453,11:02,12,8,21,,,,,
454,11:03,8,7,15,,,,,
455,11:04,9,5,14,,,,,
456,11:04,13,10,23,,,,,
457,11:05,8,11,19,,,,,
458,11:05,9,11,20,,,,,
459,11:06,10,5,15,,,,,
460,11:07,9,6,16,,,,,
461,11:07,11,6,17,,,,,
462,11:08,11,6,16,,,,,
463,11:09,9,6,15,,,,,
464,11:09,8,9,17,,,,,
465,11:10,10,7,17,,,,,
466,11:11,7,11,18,,,,,
467,11:12,11,10,20,,,,,
468,11:12,12,5,17,,,,,
469,11:12,9,5,14,,,,,
470,11:13,8,5,13,,,,,
471,11:13,12,10,22,,,,,
472,11:15,9,7,15,,,,,
473,11:15,13,7,20,,,,,
474,11:16,8,10,19,,,,,
475,11:16,7,5,12,,,,,
476,11:17,8,7,15,,,,,
477,11:17,7,5,13,,,,,
478,11:19,11,6,17,,,,,
479,11:19,12,10,22,,,,,
480,11:20,8,7,15,,,,,
481,11:20,9,10,19,,,,,
482,11:20,8,6,14,,,,,
483,11:20,12,10,21,,,,,
484,11:21,9,8,17,,,,,
485,11:23,8,11,19,,,,,
486,11:23,12,7,19,,,,,
487,11:23,13,10,23,,,,,
488,11:24,11,10,21,,,,,
489,11:25,12,9,21,,,,,
490,11:25,9,7,16,,,,,
491,11:25,11,10,22,,,,,
492,11:27,11,8,18,,,,,
493,11:28,13,11,24,,,,,
494,11:28,7,9,17,,,,,
495,11:29,9,7,16,,,,,
496,11:29,11,7,18,,,,,
497,11:30,10,8,18,,,,,
498,11:30,13,7,20,,,,,
499,11:31,9,8,17,,,,,
500,11:31,11,8,19,,,,,
501,11:32,10,10,21,,,,,
502,11:33,9,6,15,,,,,
503,11:35,7,5,12,,,,,
504,11:35,8,10,18,,,,,
505,11:35,13,9,22,,,,,
506,11:35,12,7,20,,,,,
507,11:36,9,9,18,,,,,
508,11:37,9,7,16,,,,,
509,11:37,9,5,15,,,,,
510,11:37,13,9,22,,,,,
511,11:39,11,10,21,,,,,
512,11:39,7,6,14,,,,,
513,11:40,12,8,20,,,,,
514,11:41,12,6,19,,,,,
515,11:41,12,5,18,,,,,
516,11:43,9,10,19,,,,,
517,11:43,13,9,22,,,,,
518,11:43,12,6,17,,,,,
519,11:44,12,8,20,,,,,
520,11:44,10,10,19,,,,,
521,11:45,10,6,16,,,,,
522,11:45,10,10,20,,,,,
523,11:47,9,10,20,,,,,
524,11:47,12,9,21,,,,,
525,11:47,8,6,14,,,,,
526,11:49,10,11,21,,,,,
527,11:49,11,9,20,,,,,
528,11:50,9,9,18,,,,,
529,11:51,10,9,19,,,,,
530,11:51,12,10,23,,,,,
531,11:51,12,11,23,,,,,
532,11:52,9,10,19,,,,,
533,11:53,11,6,17,,,,,
534,11:53,12,7,19,,,,,
535,11:55,7,6,13,,,,,
536,11:55,11,7,18,,,,,
537,11:55,9,9,18,,,,,
538,11:55,10,9,19,,,,,
539,11:57,13,8,21,,,,,
540,11:58,8,9,17,,,,,
541,11:59,11,9,20,,,,,
542,11:59,8,6,14,,,,,
543,11:59,7,8,15,,,,,
544,12:00,12,8,20,,,,,
545,12:00,7,11,18,,,,,
546,12:00,8,7,15,,,,,
547,12:01,13,9,21,,,,,
548,12:01,8,6,14,,,,,
549,12:02,11,8,19,,,,,
550,12:03,8,5,14,,,,,
551,12:03,9,7,15,,,,,
552,12:05,13,9,21,,,,,
553,12:05,11,10,21,,,,,
554,12:05,9,8,16,,,,,
555,12:05,8,11,19,,,,,
556,12:07,12,8,20,,,,,
557,12:07,9,11,20,,,,,
558,12:07,9,9,18,,,,,
559,12:08,9,6,15,,,,,
560,12:09,9,8,18,,,,,
561,12:10,9,7,15,,,,,
562,12:11,12,8,20,,,,,
563,12:11,9,8,17,,,,,
564,12:11,11,11,22,,,,,
565,12:12,11,6,17,,,,,
566,12:13,10,8,18,,,,,
567,12:13,10,11,21,,,,,
568,12:15,9,6,16,,,,,
569,12:15,12,9,21,,,,,
570,12:15,13,7,19,,,,,
571,12:16,10,10,20,,,,,
572,12:17,8,11,19,,,,,
573,12:17,8,8,16,,,,,
574,12:19,12,9,21,,,,,
575,12:19,11,10,21,,,,,
576,12:19,13,5,18,,,,,
577,12:19,10,11,21,,,,,
578,12:20,10,11,21,,,,,
579,12:20,9,10,19,,,,,
580,12:21,13,8,21,,,,,
581,12:23,12,8,20,,,,,
582,12:23,8,9,16,,,,,
583,12:23,11,6,17,,,,,
584,12:24,8,8,15,,,,,
585,12:25,11,7,18,,,,,
586,12:25,11,7,18,,,,,
587,12:25,13,8,20,,,,,
588,12:26,11,7,18,,,,,
589,12:27,12,9,21,,,,,
590,12:27,7,6,13,,,,,
591,12:29,7,11,18,,,,,
592,12:29,7,9,16,,,,,
593,12:30,10,9,20,,,,,
594,12:31,7,9,17,,,,,
595,12:31,9,9,18,,,,,
596,12:31,10,9,19,,,,,
597,12:32,8,5,13,,,,,
598,12:33,11,7,18,,,,,
599,12:33,7,10,17,,,,,
600,12:35,9,7,16,,,,,
601,12:35,10,9,18,,,,,
602,12:35,13,7,19,,,,,
603,12:35,8,5,13,,,,,
604,12:37,8,8,16,,,,,
605,12:37,11,11,22,,,,,
606,12:39,7,6,13,,,,,
607,12:39,8,10,18,,,,,
608,12:40,8,10,18,,,,,
609,12:40,8,9,17,,,,,
610,12:40,12,10,23,,,,,
611,12:41,12,6,19,,,,,
612,12:41,12,7,19,,,,,
613,12:43,12,9,21,,,,,
614,12:43,9,7,15,,,,,
615,12:43,10,11,21,,,,,
616,12:45,11,10,21,,,,,
617,12:45,9,8,18,,,,,
618,12:47,10,7,17,,,,,
619,12:47,11,5,17,,,,,
620,12:47,8,6,14,,,,,
621,12:47,11,9,20,,,,,
622,12:48,10,6,16,,,,,
623,12:49,8,6,14,,,,,
624,12:49,10,7,16,,,,,
625,12:50,12,10,22,,,,,
626,12:51,7,10,17,,,,,
627,12:51,11,6,17,,,,,
628,12:53,12,8,19,,,,,
629,12:53,11,9,20,,,,,
630,12:54,12,11,23,,,,,
631,12:55,11,6,17,,,,,
632,12:55,8,10,19,,,,,
633,12:55,11,7,18,,,,,
634,12:55,11,7,19,,,,,
635,12:56,12,6,18,,,,,
636,12:57,10,6,17,,,,,
637,12:59,8,6,14,,,,,
638,12:59,13,10,22,,,,,
639,12:59,11,9,20,,,,,
640,13:00,10,5,15,,,,,
641,13:00,7,8,16,,,,,
642,13:01,9,8,17,,,,,
643,13:01,8,6,14,,,,,
644,13:01,11,7,18,,,,,
645,13:02,7,9,16,,,,,
646,13:03,10,7,17,,,,,
647,13:03,11,9,20,,,,,
648,13:04,11,9,19,,,,,
649,13:05,10,7,17,,,,,
650,13:05,9,10,19,,,,,
651,13:05,11,10,21,,,,,
652,13:07,7,6,14,,,,,
653,13:07,7,9,17,,,,,
654,13:07,13,5,18,,,,,
655,13:08,10,9,20,,,,,
656,13:09,12,10,22,,,,,
657,13:10,10,8,18,,,,,
658,13:11,10,7,17,,,,,
659,13:11,8,9,16,,,,,
660,13:11,9,8,17,,,,,
661,13:12,11,6,18,,,,,
662,13:13,10,8,17,,,,,
663,13:13,9,6,14,,,,,
664,13:15,7,6,13,,,,,
665,13:15,8,9,18,,,,,
666,13:15,12,9,21,,,,,
667,13:15,7,7,14,,,,,
668,13:17,8,6,14,,,,,
669,13:17,7,11,18,,,,,
670,13:19,9,9,18,,,,,
671,13:19,8,6,13,,,,,
672,13:19,9,8,18,,,,,
673,13:20,8,10,19,,,,,
674,13:20,9,9,18,,,,,
675,13:20,9,6,14,,,,,
676,13:21,7,6,13,,,,,
677,13:22,10,9,19,,,,,
678,13:23,12,8,20,,,,,
679,13:23,12,11,23,,,,,
680,13:23,11,9,20,,,,,
681,13:25,10,11,21,,,,,
682,13:25,11,11,22,,,,,
683,13:25,9,6,15,,,,,
684,13:27,10,6,16,,,,,
685,13:27,11,9,20,,,,,
686,13:28,12,10,22,,,,,
687,13:29,13,7,20,,,,,
688,13:29,11,6,17,,,,,
689,13:29,9,9,17,,,,,
690,13:30,11,8,18,,,,,
691,13:31,12,8,20,,,,,
692,13:31,8,10,19,,,,,
693,13:31,12,5,17,,,,,
694,13:33,12,9,21,,,,,
695,13:35,9,5,14,,,,,
696,13:35,11,5,16,,,,,
697,13:35,10,6,16,,,,,
698,13:35,8,9,17,,,,,
699,13:36,12,8,20,,,,,
700,13:36,11,10,20,,,,,
701,13:37,9,8,17,,,,,
702,13:37,11,11,22,,,,,
703,13:39,12,11,23,,,,,
704,13:39,12,5,17,,,,,
705,13:40,10,7,17,,,,,
706,13:41,11,10,21,,,,,
707,13:41,9,10,19,,,,,
708,13:43,12,7,19,,,,,
709,13:43,10,8,18,,,,,
710,13:43,11,7,18,,,,,
711,13:43,13,8,21,,,,,
712,13:44,7,7,14,,,,,
713,13:45,12,8,20,,,,,
714,13:45,10,10,20,,,,,
715,13:47,7,6,13,,,,,
716,13:47,9,7,16,,,,,
717,13:47,11,6,17,,,,,
718,13:49,12,10,22,,,,,
719,13:49,11,11,22,,,,,
720,13:50,8,5,13,,,,,
721,13:50,8,8,15,,,,,
722,13:51,11,11,22,,,,,
723,13:51,12,5,17,,,,,
724,13:52,9,8,17,,,,,
725,13:53,8,9,17,,,,,
726,13:53,7,9,17,,,,,
727,13:55,11,11,22,,,,,
728,13:55,7,7,14,,,,,
729,13:55,7,10,17,,,,,
730,13:55,10,10,20,,,,,
731,13:57,9,7,15,,,,,
732,13:57,11,9,20,,,,,
733,13:59,9,10,19,,,,,
734,13:59,10,9,20,,,,,
735,13:59,7,10,18,,,,,
736,14:00,10,9,20,,,,,
737,14:00,10,9,19,,,,,
738,14:00,8,6,13,,,,,
739,14:00,9,11,20,,,,,
740,14:01,11,11,21,,,,,
741,14:01,12,11,23,,,,,
742,14:01,13,6,18,,,,,
743,14:02,10,9,20,,,,,
744,14:03,10,7,17,,,,,
745,14:03,13,8,20,,,,,
746,14:04,13,9,22,,,,,
747,14:05,10,11,21,,,,,
748,14:05,11,6,17,,,,,
749,14:05,10,9,19,,,,,
750,14:07,12,5,18,,,,,
751,14:07,12,6,17,,,,,
752,14:07,10,5,15,,,,,
753,14:08,9,7,17,,,,,
754,14:09,9,11,20,,,,,
755,14:10,10,9,19,,,,,
756,14:11,11,10,22,,,,,
757,14:11,8,9,16,,,,,
758,14:11,13,9,22,,,,,
759,14:11,9,10,19,,,,,
760,14:13,8,6,14,,,,,
761,14:13,13,7,20,,,,,
762,14:15,9,10,19,,,,,
763,14:15,11,10,21,,,,,
764,14:15,8,10,17,,,,,
765,14:16,11,8,20,,,,,
766,14:17,13,7,20,,,,,
767,14:17,10,8,18,,,,,
768,14:18,10,6,15,,,,,
769,14:19,13,9,22,,,,,
770,14:19,8,10,18,,,,,
771,14:19,12,5,18,,,,,
772,14:20,9,6,15,,,,,
773,14:20,12,6,18,,,,,
774,14:21,9,9,18,,,,,
775,14:23,11,6,17,,,,,
776,14:23,7,9,16,,,,,
777,14:23,13,8,20,,,,,
778,14:24,10,10,20,,,,,
779,14:25,11,8,19,,,,,
780,14:25,9,10,19,,,,,
781,14:25,8,5,13,,,,,
782,14:25,10,10,20,,,,,
783,14:27,12,7,18,,,,,
784,14:27,9,9,18,,,,,
785,14:29,8,10,18,,,,,
786,14:29,11,7,18,,,,,
787,14:30,9,9,18,,,,,
788,14:30,9,8,17,,,,,
789,14:30,11,10,21,,,,,
790,14:31,8,9,17,,,,,
791,14:31,11,9,20,,,,,
792,14:31,8,7,15,,,,,
793,14:31,10,7,18,,,,,
794,14:31,9,5,14,,,,,
795,14:32,9,8,17,,,,,
796,14:32,12,7,18,,,,,
797,14:32,10,6,17,,,,,
798,14:32,12,5,18,,,,,
799,14:33,11,7,18,,,,,
800,14:33,10,10,20,,,,,
801,14:33,10,9,19,,,,,
802,14:34,9,5,14,,,,,
803,14:34,10,7,17,,,,,
804,14:35,11,10,20,,,,,
805,14:35,12,10,23,,,,,
806,14:35,9,9,18,,,,,
807,14:35,12,6,19,,,,,
808,14:35,11,6,17,,,,,
809,14:35,8,6,14,,,,,
810,14:36,7,8,15,,,,,
811,14:36,8,9,18,,,,,
812,14:37,10,5,16,,,,,
813,14:37,12,6,17,,,,,
814,14:37,8,7,15,,,,,
815,14:37,12,5,18,,,,,
816,14:38,13,9,22,,,,,
817,14:38,10,8,18,,,,,
818,14:39,11,6,17,,,,,
819,14:39,13,11,24,,,,,
820,14:39,9,9,18,,,,,
